sport,pattern_id,sources_combo,market_type,direction,stat_type,n,wins,losses,pushes,win_rate,wilson_lower,units,roi,avg_odds,roi_eligible_count,confidence_bucket,recommendation
NBA,NBA|action|betql|oddstrader|player_prop,action|betql|oddstrader,player_prop,OVER,,1,0,1,0,0.0,0.0,-1.05,-1.05,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_nukethebooks|oddstrader|moneyline,action|juicereel_nukethebooks|oddstrader,moneyline,SAC,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|sportsline|total,betql|covers|sportsline,total,UNDER,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_sxebets|oddstrader|player_prop,covers|juicereel_sxebets|oddstrader,player_prop,OVER,,1,1,0,0,1.0,0.2065,0.95,0.955,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|dimers|vegasinsider|total,bettingpros|bettingpros_experts|dimers|vegasinsider,total,UNDER,,1,1,0,0,1.0,0.2065,1.0,1.0,-100.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|juicereel_nukethebooks|total,bettingpros|juicereel_nukethebooks,total,UNDER,,1,0,1,0,0.0,0.0,-0.9,-0.9,-105.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|oddstrader|moneyline,bettingpros|oddstrader,moneyline,BKN,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|total,bettingpros,total,OVER,,1,1,0,0,1.0,0.2065,0.95,0.955,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|moneyline,bettingpros|bettingpros_experts,moneyline,IND,,1,0,1,0,0.0,0.0,-0.27,-0.27,650.0,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_nukethebooks|oddstrader|player_prop,covers|juicereel_nukethebooks|oddstrader,player_prop,OVER,,1,0,1,0,0.0,0.0,-1.0,-1.0,101.0,1,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_sxebets|spread,juicereel_sxebets,spread,MIA,,1,0,1,0,0.0,0.0,-1.02,-1.02,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|juicereel_sxebets|player_prop,action|covers|juicereel_sxebets,player_prop,OVER,,1,1,0,0,1.0,0.2065,0.96,0.963,-107.0,1,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_sxebets|total,juicereel_sxebets,total,UNDER,,1,0,1,0,0.0,0.0,-1.0,-1.0,-101.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|total,betql|covers,total,UNDER,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|vegasinsider|player_prop,oddstrader|vegasinsider,player_prop,OVER,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|covers|player_prop,action|betql|bettingpros_experts|covers,player_prop,UNDER,,2,0,1,1,0.0,0.0,-0.92,-0.46,118.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|juicereel_nukethebooks|player_prop,action|bettingpros_experts|juicereel_nukethebooks,player_prop,OVER,,1,0,1,0,0.0,0.0,-1.03,-1.03,-106.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|sportsline|player_prop,betql|covers|sportsline,player_prop,OVER,,1,1,0,0,1.0,0.2065,0.97,0.971,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|dimers|vegasinsider|total,dimers|vegasinsider,total,OVER,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|oddstrader|spread,betql|bettingpros_experts|oddstrader,spread,CLE,,1,1,0,0,1.0,0.2065,0.95,0.955,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|oddstrader|sportsline|moneyline,bettingpros_experts|oddstrader|sportsline,moneyline,CHA,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|juicereel_unitvacuum|total,bettingpros_experts|juicereel_unitvacuum,total,UNDER,,1,1,0,0,1.0,0.2065,0.38,0.377,-430.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|sportsline|vegasinsider|total,action|betql|sportsline|vegasinsider,total,OVER,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|sportsline|vegasinsider|total,sportsline|vegasinsider,total,OVER,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_nukethebooks|moneyline,covers|juicereel_nukethebooks,moneyline,IND,,1,1,0,0,1.0,0.2065,1.21,1.209,155.0,1,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_unitvacuum|total,juicereel_unitvacuum,total,OVER,,1,1,0,0,1.0,0.2065,0.95,0.955,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|moneyline,bettingpros_experts|covers,moneyline,PHI,,1,1,0,0,1.0,0.2065,0.87,0.869,-130.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_5star|dimers|oddstrader|total,betql|bettingpros_5star|dimers|oddstrader,total,UNDER,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|oddstrader|total,action|betql|dimers|oddstrader,total,under,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|dimers|oddstrader|sportsline|spread,dimers|oddstrader|sportsline,spread,MIL,,1,1,0,0,1.0,0.2065,0.95,0.946,-111.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|oddstrader|sportsline|moneyline,action|dimers|oddstrader|sportsline,moneyline,NYK,,1,1,0,0,1.0,0.2065,0.87,0.869,-130.0,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|oddstrader|spread,covers|oddstrader,spread,DEN,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|dimers|oddstrader|sportsline|spread,betql|bettingpros_experts|dimers|oddstrader|sportsline,spread,BKN,,1,0,1,0,0.0,0.0,-1.05,-1.05,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|sportsline|vegasinsider|spread,covers|sportsline|vegasinsider,spread,ATL,,1,1,0,0,1.0,0.2065,0.95,0.955,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|sportsline|vegasinsider|spread,betql|sportsline|vegasinsider,spread,TOR,,1,1,0,0,1.0,0.2065,0.95,0.955,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|sportsline|1st_half_spread,sportsline,1st_half_spread,LAC,,1,0,1,0,0.0,0.0,-1.04,-1.04,-108.0,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|sportsline|spread,betql|covers|sportsline,spread,HOU,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|sportsline|total,oddstrader|sportsline,total,OVER,,1,0,1,0,0.0,0.0,-1.05,-1.05,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|oddstrader|vegasinsider|total,betql|oddstrader|vegasinsider,total,OVER,,1,0,1,0,0.0,0.0,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_props|dimers|player_prop,bettingpros_props|dimers,player_prop,OVER,,1,0,1,0,0.0,0.0,-0.96,-0.96,108.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_5star|total,action|bettingpros_5star,total,UNDER,,1,0,1,0,0.0,0.0,-1.02,-1.02,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|sportsline|player_prop,action|covers|sportsline,player_prop,OVER,,1,1,0,0,1.0,0.2065,1.13,1.126,128.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|oddstrader|vegasinsider|total,action|oddstrader|vegasinsider,total,UNDER,,1,1,0,0,1.0,0.2065,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|sportsline|total,action|betql|sportsline,total,OVER,,1,0,1,0,0.0,0.0,-1.05,-1.05,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|vegasinsider|player_prop,action|betql|vegasinsider,player_prop,OVER,,1,1,0,0,1.0,0.2065,0.97,0.971,-105.0,1,insufficient_sample,needs_more_sample
